word,prompt,opposite_sent,relation,completion
 animal," Situation: I finished university units in animal and plant nature. Therefore, Situation: I didn't finish university units in animal and plant", Situation: I finished university units in animal and plant, PartOf,['nature']
 animal," An animal is part of an nature. Therefore, An animal isn't part of an", An animal is part of an, PartOf,['nature']
 antenna," An antenna is part of a transmitter. Therefore, An antenna isn't part of a", An antenna is part of a, PartOf,"['transmitter', 'receiver']"
 atom," Atom is a type of nucleus molecule. Therefore, Atom isn't a type of nucleus", Atom is a type of nucleus, PartOf,['molecule']
 bandung," Bandung is part of Java. Therefore, Bandung isn't part of", Bandung is part of, PartOf,['Java']
 belief," Belief is a kind of faith. Therefore, Belief isn't a kind of", Belief is a kind of, PartOf,['faith']
 bell," The bell is part of a blunderbuss. Therefore, The bell isn't part of a", The bell is part of a, PartOf,"['blunderbuss', 'trumpet', 'carillon', 'funnel']"
 belt," Belt is part of outfit. Therefore, Belt isn't part of", Belt is part of, PartOf,['outfit']
 besiktas," Besiktas is part of Istanbul. Therefore, Besiktas isn't part of", Besiktas is part of, PartOf,['Istanbul']
 bird," A bird is part of a bird. Therefore, A bird isn't part of a", A bird is part of a, PartOf,['bird']
 bit," Bit is a type of small bridle. Therefore, Bit isn't a type of small", Bit is a type of small, PartOf,"['bridle', 'key', 'drill', 'byte']"
 boston," Capital is boston Mass. Therefore, Capital isn't boston", Capital is boston, PartOf,"['Mass', 'Massachusetts', 'massachusetts']"
 bottlecap," A bottlecap is part of a bottle. Therefore, A bottlecap isn't part of a", A bottlecap is part of a, PartOf,['bottle']
 breast," A breast is part of a thorax. Therefore, A breast isn't part of a", A breast is part of a, PartOf,"['thorax', 'turkey', 'chicken']"
 bretagne," Bretagne is part of France. Therefore, Bretagne isn't part of", Bretagne is part of, PartOf,['France']
 bridge," A bridge is part of a cello. Therefore, A bridge isn't part of a", A bridge is part of a, PartOf,"['cello', 'spectacles', 'nose']"
 brow," A brow is part of a face. Therefore, A brow isn't part of a", A brow is part of a, PartOf,['face']
 buttock," A buttock is part of a torso. Therefore, A buttock isn't part of a", A buttock is part of a, PartOf,['torso']
 cell," Cell is typically in your tissue. Therefore, Cell isn't typically in your", Cell is typically in your, PartOf,"['tissue', 'cellblock', 'organism', 'convent', 'monastery']"
 cellulose," Cellulose is part of plants. Therefore, Cellulose isn't part of", Cellulose is part of, PartOf,['plants']
 century," A century is part of a millennium. Therefore, A century isn't part of a", A century is part of a, PartOf,['millennium']
 chin," A chin is part of a face. Therefore, A chin isn't part of a", A chin is part of a, PartOf,['face']
 clause," A clause is part of a sentence. Therefore, A clause isn't part of a", A clause is part of a, PartOf,['sentence']
 claw," ...claw is part of a crustacean. Therefore, ...claw isn't part of a", ...claw is part of a, PartOf,"['crustacean', 'paw']"
 clitoris," A clitoris is part of a vulva. Therefore, A clitoris isn't part of a", A clitoris is part of a, PartOf,['vulva']
 clutch," A clutch is part of an transmission. Therefore, A clutch isn't part of an", A clutch is part of an, PartOf,"['transmission', 'car', 'clutch']"
 clutch," A transmission and a clutch are both in a transmission. Therefore, A transmission and a clutch aren't both in a", A transmission and a clutch are both in a, PartOf,"['transmission', 'car', 'clutch']"
 colon," A colon is part of a Panama. Therefore, A colon isn't part of a", A colon is part of a, PartOf,['Panama']
 cone," A cone is part of the horsetail. Therefore, A cone isn't part of the", A cone is part of the, PartOf,"['horsetail', 'conifer', 'retina']"
 congress," Congress is part of legislature. Therefore, Congress isn't part of", Congress is part of, PartOf,['legislature']
 cornea," A cornea  is part of an eye. Therefore, A cornea isn't part of an", A cornea  is part of an, PartOf,['eye']
 cow," A cow is part of a cattle. Therefore, A cow isn't part of a", A cow is part of a, PartOf,['cattle']
 creativity," Creativity is part of innovation. Therefore, Creativity isn't part of", Creativity is part of, PartOf,['innovation']
 crimea," Crimea is part of Ukraine. Therefore, Crimea isn't part of", Crimea is part of, PartOf,['Ukraine']
 crotch," A crotch is part of a body. Therefore, A crotch isn't part of a", A crotch is part of a, PartOf,['body']
 decade," A decade is part of a century. Therefore, A decade isn't part of a", A decade is part of a, PartOf,['century']
 denmark," Denmark is part of Scandinavia. Therefore, Denmark isn't part of", Denmark is part of, PartOf,"['Scandinavia', 'Jutland']"
 diaphragm," A diaphragm is part of a camera. Therefore, A diaphragm isn't part of a", A diaphragm is part of a, PartOf,"['camera', 'torso']"
 dorchester," Dorchester is part of Boston. Therefore, Dorchester isn't part of", Dorchester is part of, PartOf,['Boston']
 drumstick," The drumstick is part of the bird. Therefore, The drumstick isn't part of the", The drumstick is part of the, PartOf,['bird']
 earlobe," An earlobe is part of an auricle. Therefore, An earlobe isn't part of an", An earlobe is part of an, PartOf,['auricle']
 earpiece," An earpiece is part of eyeglasses. Therefore, An earpiece isn't part of", An earpiece is part of, PartOf,['eyeglasses']
 elastic," Elastic is part of underwear. Therefore, Elastic isn't part of", Elastic is part of, PartOf,['underwear']
 engine," An engine is part of a motorcycle. Therefore, An engine isn't part of a", An engine is part of a, PartOf,['motorcycle']
 engine," Engine is part of motorcycle. Therefore, Engine isn't part of", Engine is part of, PartOf,['motorcycle']
 england," England is part of the Europe. Therefore, England isn't part of the", England is part of the, PartOf,['Europe']
 eritrea," Eritrea is part of Africa. Therefore, Eritrea isn't part of", Eritrea is part of, PartOf,['Africa']
 escondido," Escondido is part of California. Therefore, Escondido isn't part of", Escondido is part of, PartOf,['California']
 estonia," Estonia is part of Europe. Therefore, Estonia isn't part of", Estonia is part of, PartOf,['Europe']
 evanston," Evanston is part of Illinoi. Therefore, Evanston isn't part of", Evanston is part of, PartOf,['Illinoi']
 exertion," Exertion is part of recreation. Therefore, Exertion isn't part of", Exertion is part of, PartOf,['recreation']
 existance," Existance is part of Everything. Therefore, Existance isn't part of", Existance is part of, PartOf,['Everything']
 eyebrow," An eyebrow is part of a face. Therefore, An eyebrow isn't part of a", An eyebrow is part of a, PartOf,['face']
 face," My face is part of me. Therefore, My face isn't part of", My face is part of, PartOf,"['me', 'homo', 'head', 'watch', 'racket', 'animal']"
 fairfield," Fairfield is part of California. Therefore, Fairfield isn't part of", Fairfield is part of, PartOf,['California']
 farmland," Farmland is part of state. Therefore, Farmland isn't part of", Farmland is part of, PartOf,['state']
 fenerbahce," Fenerbahce is part of Istanbul. Therefore, Fenerbahce isn't part of", Fenerbahce is part of, PartOf,['Istanbul']
 ferikoy," Ferikoy is part of istanbul. Therefore, Ferikoy isn't part of", Ferikoy is part of, PartOf,['istanbul']
 fibula," The fibula is part of the leg. Therefore, The fibula isn't part of the", The fibula is part of the, PartOf,['leg']
 fiji," Fiji is part of Asia. Therefore, Fiji isn't part of", Fiji is part of, PartOf,['Asia']
 fingernail," A fingernail is part of a finger. Therefore, A fingernail isn't part of a", A fingernail is part of a, PartOf,['finger']
 flap," A flap is part of an wing. Therefore, A flap isn't part of an", A flap is part of an, PartOf,['wing']
 florissant," Florissant is part of Missouri. Therefore, Florissant isn't part of", Florissant is part of, PartOf,['Missouri']
 flower," Picture description: this is a picture of a flower on a angiosperm. Therefore, Picture description: this isn't a picture of a flower on a", Picture description: this is a picture of a flower on a, PartOf,['angiosperm']
 fontana," Fontana is part of California. Therefore, Fontana isn't part of", Fontana is part of, PartOf,['California']
 foot," A foot is part of a yard. Therefore, A foot isn't part of a", A foot is part of a, PartOf,"['yard', 'chair', 'homo', 'invertebrate', 'leg']"
 form," This form is part of the percept. Therefore, This form isn't part of the", This form is part of the, PartOf,['percept']
 fortaleza," Fortaleza is part of Brazil. Therefore, Fortaleza isn't part of", Fortaleza is part of, PartOf,"['Brazil', 'ceará']"
 framingham," Framingham is part of Massachusetts. Therefore, Framingham isn't part of", Framingham is part of, PartOf,['Massachusetts']
 frankfurt," Frankfurt is part of Germany. Therefore, Frankfurt isn't part of", Frankfurt is part of, PartOf,['Germany']
 fullerton," Fullerton is part of California. Therefore, Fullerton isn't part of", Fullerton is part of, PartOf,['California']
 gabon," Gabon is part of Africa. Therefore, Gabon isn't part of", Gabon is part of, PartOf,['Africa']
 gambia," Gambia is part of Africa. Therefore, Gambia isn't part of", Gambia is part of, PartOf,['Africa']
 gc," GC is part of TFZ. Therefore, GC isn't part of", GC is part of, PartOf,['TFZ']
 gene," A gene is part of a chromosome. Therefore, A gene isn't part of a", A gene is part of a, PartOf,['chromosome']
 genova," Genova is part of Italy. Therefore, Genova isn't part of", Genova is part of, PartOf,['Italy']
 georgia," Georgia is part of the Transcaucasia. Therefore, Georgia isn't part of the", Georgia is part of the, PartOf,"['Transcaucasia', 'South']"
 germany," Germany and Switzerland are both countries in Europe. Therefore, Germany and Switzerland aren't both countries in", Germany and Switzerland are both countries in, PartOf,['Europe']
 glass," Glass is part of glass. Therefore, Glass isn't part of", Glass is part of, PartOf,"['glass', 'eyeglasses']"
 glory," Glory is typically in war. Therefore, Glory isn't typically in", Glory is typically in, PartOf,['war']
 gothenburg," Gothenburg is part of västergötland. Therefore, Gothenburg isn't part of", Gothenburg is part of, PartOf,"['västergötland', 'Sweden']"
 grace," Grace is part of love. Therefore, Grace isn't part of", Grace is part of, PartOf,['love']
 gresham," Gresham is part of Oregon. Therefore, Gresham isn't part of", Gresham is part of, PartOf,['Oregon']
 groin," A groin is part of a loins. Therefore, A groin isn't part of a", A groin is part of a, PartOf,['loins']
 guadalajara," Guadalajara is part of jalisco. Therefore, Guadalajara isn't part of", Guadalajara is part of, PartOf,"['jalisco', 'Mexico']"
 guangzhou," Guangzhou is part of China. Therefore, Guangzhou isn't part of", Guangzhou is part of, PartOf,"['China', 'guangdong']"
 halab," Halab is part of Syria. Therefore, Halab isn't part of", Halab is part of, PartOf,['Syria']
 hambourg," Hambourg is part of Germany. Therefore, Hambourg isn't part of", Hambourg is part of, PartOf,['Germany']
 handle," A handle is part of a carrycot. Therefore, A handle isn't part of a", A handle is part of a, PartOf,"['carrycot', 'umbrella', 'faucet', 'handlebar', 'mug', 'teacup', 'handbarrow', 'brush', 'door', 'ladle', 'spatula', 'saucepan', 'baggage', 'coffeepot', 'handcart', 'cutlery', 'briefcase', 'handset', 'aspergill', 'racket']"
 hawthorne," Hawthorne is part of California. Therefore, Hawthorne isn't part of", Hawthorne is part of, PartOf,['California']
 head," The head is part of the screw. Therefore, The head isn't part of the", The head is part of the, PartOf,"['screw', 'abscess', 'hammer', 'body', 'nail', 'ram', 'coin', 'bolt', 'pin', 'animal']"
 honesty," Honesty is a type of integrity. Therefore, Honesty isn't a type of", Honesty is a type of, PartOf,['integrity']
 hull," A hull is part of a England. Therefore, A hull isn't part of a", A hull is part of a, PartOf,"['England', 'vessel']"
 human," A human is part of an nature. Therefore, A human isn't part of an", A human is part of an, PartOf,['nature']
 illusion," Illusion is part of magic. Therefore, Illusion isn't part of", Illusion is part of, PartOf,['magic']
 intestine," The large intestine is part of the human abdomen. Therefore, The large intestine isn't part of the human", The large intestine is part of the human, PartOf,['abdomen']
 jesus," Jesus founded Christianity. Therefore, Jesus didn't found", Jesus founded, PartOf,['Christianity']
 joint," A joint is part of a endoskeleton. Therefore, A joint isn't part of a", A joint is part of a, PartOf,['endoskeleton']
 jordan," Michael jordan is part of a basketball Asia. Therefore, Michael jordan isn't part of a basketball", Michael jordan is part of a basketball, PartOf,"['Asia', 'Palestine']"
 kadikoy," Kadikoy is part of istanbul. Therefore, Kadikoy isn't part of", Kadikoy is part of, PartOf,['istanbul']
 kakadu," Kakadu is part of Australia. Therefore, Kakadu isn't part of", Kakadu is part of, PartOf,['Australia']
 kalimantan," Kalimantan is part of Indonesia. Therefore, Kalimantan isn't part of", Kalimantan is part of, PartOf,['Indonesia']
 kansas," Kansas is part of the Midwest. Therefore, Kansas isn't part of the", Kansas is part of the, PartOf,"['Midwest', 'Kansas']"
 keyboard," A keyboard is part of organ. Therefore, A keyboard isn't part of", A keyboard is part of, PartOf,"['organ', 'computer', 'acomputer', 'piano', 'terminal', 'typewriter']"
 keyhole," A keyhole is part of a lock. Therefore, A keyhole isn't part of a", A keyhole is part of a, PartOf,['lock']
 kimberley," The Kimberley is part of Australia. Therefore, The Kimberley isn't part of", The Kimberley is part of, PartOf,['Australia']
 knob," Knob is part of radio. Therefore, Knob isn't part of", Knob is part of, PartOf,"['radio', 'hilt']"
 knowledge," Knowledge is part of innovation. Therefore, Knowledge isn't part of", Knowledge is part of, PartOf,"['innovation', 'understanding']"
 lago," Lago is part of Nigeria. Therefore, Lago isn't part of", Lago is part of, PartOf,['Nigeria']
 land," The land is part of an Earth. Therefore, The land isn't part of an", The land is part of an, PartOf,['Earth']
 lebanon," Lebanon is part of asia. Therefore, Lebanon isn't part of", Lebanon is part of, PartOf,"['asia', 'Asia']"
 leg," A leg is part of a body. Therefore, A leg isn't part of a", A leg is part of a, PartOf,"['body', 'chair', 'cot', 'table', 'four-poster', 'tripod']"
 lense," Lense is part of camera. Therefore, Lense isn't part of", Lense is part of, PartOf,['camera']
 letter," A letter is part of a mail. Therefore, A letter isn't part of a", A letter is part of a, PartOf,"['mail', 'spelling', 'correspondence']"
 letter," Damn is a four letter mail. Therefore, Damn isn't a four letter", Damn is a four letter, PartOf,"['mail', 'spelling', 'correspondence']"
 letterkenny," Letterkenny is part of Ireland. Therefore, Letterkenny isn't part of", Letterkenny is part of, PartOf,"['Ireland', 'ulster']"
 lodi," Lodi is part of Cal. Therefore, Lodi isn't part of", Lodi is part of, PartOf,['Cal']
 longreach," Longreach is part of Queensland. Therefore, Longreach isn't part of", Longreach is part of, PartOf,['Queensland']
 mainspring," A mainspring is part of a clockwork. Therefore, A mainspring isn't part of a", A mainspring is part of a, PartOf,['clockwork']
 manila," Manila is part of the Philippines. Therefore, Manila isn't part of the", Manila is part of the, PartOf,['Philippines']
